policy_number,inception_date,policy_holder_id,premium_amount,region,expiration_date
C0000871,2023-04-07,39739,29040.409876415164,North,2024-04-07
C0000872,2017-11-01,67804,18589.667682924628,South,2018-11-01
C0000873,2018-09-15,13754,28265.13928980294,West,2019-09-15
C0000874,2022-08-15,37044,24826.58545522154,West,2023-08-15
C0000875,2022-10-02,77260,18694.456862179108,South,2023-10-02
C0000876,2017-08-25,76912,24255.604552867302,West,2018-08-25
C0000877,2015-12-24,18706,17292.367288791665,West,2016-12-24
C0000878,2023-04-08,18894,40338.504563147544,East,2024-04-08
C0000879,2024-07-11,28037,8961.566324360827,West,2025-07-11
C0000880,2016-10-29,93986,24388.889551958597,North,2017-10-29
C0000881,2016-01-08,91942,11738.405039573578,West,2017-01-08
C0000882,2017-10-28,61612,18625.799882455165,South,2018-10-28
C0000883,2018-02-19,39725,19425.027154668936,East,2019-02-19
C0000884,2018-10-03,15926,31328.70558793446,West,2019-10-03
C0000885,2022-06-16,19496,16193.323981505957,South,2023-06-16
C0000886,2015-03-31,66447,29507.612937083242,North,2016-03-31
C0000887,2022-07-08,39806,13993.595056257343,West,2023-07-08
C0000888,2024-04-10,98199,29851.814884595904,East,2025-04-10
C0000889,2023-11-24,51321,17286.763420487063,West,2024-11-24
C0000890,2016-06-23,75095,20374.31577137823,South,2017-06-23
C0000891,2022-08-11,32656,18017.276841460767,East,2023-08-11
C0000892,2017-05-18,65147,29281.436926645896,West,2018-05-18
C0000893,2015-02-10,59666,27620.732658026165,North,2016-02-10
C0000894,2017-01-09,92368,22766.615653102897,East,2018-01-09
C0000895,2020-04-30,48787,14107.184486196622,North,2021-04-30
C0000896,2021-12-24,72946,16082.603512220709,South,2022-12-24
C0000897,2023-03-26,31727,14638.744744569898,West,2024-03-26
C0000898,2023-10-22,78056,10153.33126389442,North,2024-10-22
C0000899,2018-05-09,13081,29097.147682005107,South,2019-05-09
C0000900,2017-07-17,44196,18063.57831362678,West,2018-07-17
C0000901,2020-07-29,46735,18005.846878417342,South,2021-07-29
C0000902,2021-11-13,90102,31220.514383653892,North,2022-11-13
C0000903,2022-08-11,89578,17278.244042506452,South,2023-08-11
C0000904,2022-08-31,35498,15488.58715776899,East,2023-08-31
C0000905,2017-07-13,86865,18630.8914714835,West,2018-07-13
C0000906,2023-02-04,41656,14188.67349967893,South,2024-02-04
C0000907,2019-05-01,77695,22099.421944060075,North,2020-05-01
C0000908,2024-11-27,47900,17816.875991203447,West,2025-11-27
C0000909,2024-02-07,94899,17116.848962418404,East,2025-02-07
C0000910,2016-01-25,57701,16677.721208662282,West,2017-01-25
C0000911,2019-06-06,29033,19305.273035423383,East,2020-06-06
C0000912,2023-01-09,20805,20435.81622407318,West,2024-01-09
C0000913,2015-09-13,45851,17051.73903124274,South,2016-09-13
C0000914,2016-12-09,36832,17896.674978291336,South,2017-12-09
C0000915,2020-01-13,73437,19448.848650631484,North,2021-01-13
C0000916,2020-04-28,23944,18868.97955640103,East,2021-04-28
C0000917,2021-11-02,29873,20117.045913764105,North,2022-11-02
C0000918,2015-01-10,50372,16268.707543217422,South,2016-01-10
C0000919,2022-11-11,99464,26940.28079098387,East,2023-11-11
C0000920,2017-03-08,25379,20517.807635935635,North,2018-03-08
C0000921,2024-01-27,46751,17134.443804251147,North,2025-01-27
C0000922,2024-02-05,99822,22099.610550772028,North,2025-02-05
C0000923,2017-05-26,15110,19490.63592722509,North,2018-05-26
C0000924,2017-10-25,64341,11847.262339320145,North,2018-10-25
C0000925,2023-09-26,22087,22076.871633033687,East,2024-09-26
C0000926,2017-10-12,33762,14678.632432570621,North,2018-10-12
C0000927,2019-12-30,92617,26379.12706589886,East,2020-12-30
C0000928,2016-01-09,19596,18536.09346282101,North,2017-01-09
C0000929,2023-08-03,28313,25185.43396742003,South,2024-08-03
C0000930,2021-01-02,76549,16497.010044445557,South,2022-01-02
C0000931,2015-08-12,33705,20352.90189855892,North,2016-08-12
C0000932,2018-06-16,77364,28654.70838431203,West,2019-06-16
C0000933,2021-02-02,83445,18385.085349622343,South,2022-02-02
C0000934,2019-12-08,88645,16693.168959453033,East,2020-12-08
C0000935,2017-05-02,12023,24258.253382578954,North,2018-05-02
C0000936,2024-03-07,69796,24117.632212029024,East,2025-03-07
C0000937,2015-03-04,90073,16905.178261351346,West,2016-03-04
C0000938,2018-05-25,74429,10985.831695462773,North,2019-05-25
C0000939,2022-11-14,71627,16597.263423529843,South,2023-11-14
C0000940,2022-10-13,43848,24421.22368856142,East,2023-10-13
C0000941,2016-11-19,47804,15795.64808114541,South,2017-11-19
C0000942,2019-01-24,25379,19865.07907569897,South,2020-01-24
C0000943,2019-06-22,69664,16362.616311476548,North,2020-06-22
C0000944,2020-11-22,37766,11162.886520057877,East,2021-11-22
C0000945,2023-09-06,78099,16274.514683664278,West,2024-09-06
C0000946,2016-05-25,46060,24390.271096282173,South,2017-05-25
C0000947,2016-01-20,79122,9788.115806601478,North,2017-01-20
C0000948,2016-02-09,26087,21496.603075458093,North,2017-02-09
C0000949,2022-11-10,58868,13963.18120793497,West,2023-11-10
C0000950,2016-06-01,33225,23921.49296023176,North,2017-06-01
C0000951,2016-04-20,16643,24693.508659342253,South,2017-04-20
C0000952,2020-06-23,46727,18928.34133754005,North,2021-06-23
C0000953,2022-07-19,21005,18941.291479777858,East,2023-07-19
C0000954,2019-07-27,75697,15647.887312656198,East,2020-07-27
C0000955,2020-03-08,26029,13310.719672246852,South,2021-03-08
C0000956,2022-09-19,24226,33170.88697629959,East,2023-09-19
C0000957,2018-12-31,73646,15374.699870228787,West,2019-12-31
C0000958,2023-06-22,70603,31899.283871731946,North,2024-06-22
C0000959,2023-05-03,38731,15400.418880433359,South,2024-05-03
C0000960,2024-12-15,78926,23331.440720646,West,2025-12-15
C0000961,2022-06-17,15997,14166.819467167112,North,2023-06-17
C0000962,2016-12-14,65506,23318.87750963201,West,2017-12-14
C0000963,2024-08-30,88229,18075.70034439244,South,2025-08-30
C0000964,2015-03-24,59815,18146.720810956886,South,2016-03-24
C0000965,2018-03-14,52092,23932.84233567649,West,2019-03-14
C0000966,2023-08-23,72539,17313.772992449532,North,2024-08-23
C0000967,2023-08-16,76077,12985.069174780308,East,2024-08-16
C0000968,2021-11-09,31817,25044.052896931673,East,2022-11-09
C0000969,2020-03-16,47861,14132.463742493888,West,2021-03-16
C0000970,2020-08-10,23428,23270.812812561348,South,2021-08-10
C0000971,2015-02-20,53934,26686.122790508503,North,2016-02-20
C0000972,2016-11-15,20258,17807.08755176787,North,2017-11-15
C0000973,2016-12-17,67775,28415.949062536787,South,2017-12-17
C0000974,2019-01-09,91580,23029.588216771812,East,2020-01-09
C0000975,2016-03-24,15469,16175.314681013248,North,2017-03-24
C0000976,2017-05-30,38854,30346.264272163564,West,2018-05-30
C0000977,2016-05-02,16256,14150.40399402329,East,2017-05-02
C0000978,2019-12-29,86256,17800.643210148875,West,2020-12-29
C0000979,2020-09-12,43937,18734.19155884816,East,2021-09-12
C0000980,2024-05-12,11651,23898.407653070128,South,2025-05-12
C0000981,2020-11-12,60288,27851.162590736003,West,2021-11-12
C0000982,2023-08-10,94730,27332.65628118143,West,2024-08-10
C0000983,2019-04-24,35051,21314.108341285264,South,2020-04-24
C0000984,2021-01-10,37386,18323.1262162353,West,2022-01-10
C0000985,2015-09-07,85054,11524.203184976443,East,2016-09-07
C0000986,2016-11-04,26184,13436.850430737153,North,2017-11-04
C0000987,2016-03-13,43787,33860.2367194838,North,2017-03-13
C0000988,2020-12-05,31621,11489.379934826673,South,2021-12-05
C0000989,2017-02-09,85564,15750.900339416727,East,2018-02-09
C0000990,2024-03-31,87984,28095.982810315723,West,2025-03-31
C0000991,2015-09-25,69792,21224.553825042956,West,2016-09-25
C0000992,2020-06-07,55253,26328.66428168451,North,2021-06-07
C0000993,2017-12-13,44051,23455.223635546434,West,2018-12-13
C0000994,2015-08-24,59811,30973.112277195312,North,2016-08-24
C0000995,2016-01-24,40447,21777.40374968241,South,2017-01-24
C0000996,2023-04-26,93930,24319.513183293744,West,2024-04-26
C0000997,2017-02-01,40254,16038.158055517792,East,2018-02-01
C0000998,2020-01-23,94045,23763.353228714288,West,2021-01-23
C0000999,2021-09-14,67418,17697.208081346722,North,2022-09-14
C0001000,2016-09-15,24472,17397.26414172155,South,2017-09-15
C0001001,2022-09-15,13471,26066.781791106238,North,2023-09-15
C0001002,2024-03-28,18329,26120.794828737795,West,2025-03-28
C0001003,2023-02-14,44865,33074.98867977502,North,2024-02-14
C0001004,2023-12-23,56850,32434.5326149755,North,2024-12-23
C0001005,2018-06-06,64220,26244.049284778834,South,2019-06-06
C0001006,2022-12-10,16397,11894.915476713302,East,2023-12-10
C0001007,2016-07-31,45525,34485.84727304637,West,2017-07-31
C0001008,2020-10-23,63072,26249.18713356468,South,2021-10-23
C0001009,2016-03-10,93820,15839.181213636863,East,2017-03-10
C0001010,2020-11-20,94530,24801.83066755498,North,2021-11-20
C0001011,2024-07-25,33284,14600.634676010002,East,2025-07-25
C0001012,2017-02-02,71330,23994.718822012608,North,2018-02-02
C0001013,2022-08-17,93369,13428.290445112389,North,2023-08-17
C0001014,2022-10-24,35122,15639.178347043699,South,2023-10-24
C0001015,2018-08-22,80553,24661.010144640022,North,2019-08-22
C0001016,2020-11-15,91906,27497.93040706871,South,2021-11-15
C0001017,2022-10-16,72812,21974.348127375768,East,2023-10-16
C0001018,2018-09-20,17999,18290.725534953108,East,2019-09-20
C0001019,2022-12-16,32436,10567.516686665882,North,2023-12-16
C0001020,2021-10-18,52963,18718.98765114087,South,2022-10-18
C0001021,2016-03-22,12096,23389.571112475216,North,2017-03-22
C0001022,2020-07-10,35279,18123.60422024404,South,2021-07-10
C0001023,2018-08-24,36201,19795.83057863656,South,2019-08-24
C0001024,2015-09-06,29715,18850.87780364667,South,2016-09-06
C0001025,2015-06-15,39309,18096.75889515512,East,2016-06-15
C0001026,2024-09-22,25078,20389.252789913873,South,2025-09-22
C0001027,2023-04-20,66614,18364.810237280966,East,2024-04-20
C0001028,2018-09-20,15105,30729.760643888225,South,2019-09-20
C0001029,2017-10-16,12839,10281.221403124313,East,2018-10-16
C0001030,2016-06-25,78920,16919.925400704444,West,2017-06-25
C0001031,2017-01-28,53619,15350.80405297559,East,2018-01-28
C0001032,2023-09-13,52821,21284.474304199593,East,2024-09-13
C0001033,2024-12-13,23493,20397.0066406599,North,2025-12-13
C0001034,2020-10-29,27069,32424.121984397778,South,2021-10-29
C0001035,2020-12-20,17531,35787.09435395571,West,2021-12-20
C0001036,2017-03-07,47051,15804.894718174428,North,2018-03-07
C0001037,2023-01-26,17736,19933.36060692555,South,2024-01-26
C0001038,2015-05-18,17710,21139.346058020757,West,2016-05-18
C0001039,2021-02-09,77155,15688.070715742992,West,2022-02-09
C0001040,2024-07-04,23975,24065.019951675957,West,2025-07-04
C0001041,2018-09-15,72424,18548.56653615186,South,2019-09-15
C0001042,2022-10-03,55603,14468.216323503193,West,2023-10-03
C0001043,2024-10-19,33252,18326.978876351564,West,2025-10-19
C0001044,2020-02-19,90797,14775.085486971613,North,2021-02-19
C0001045,2023-04-20,11431,27200.592872395173,East,2024-04-20
C0001046,2015-03-10,84603,35258.70670744857,South,2016-03-10
C0001047,2022-02-06,47481,21449.268306051596,East,2023-02-06
C0001048,2020-10-01,19557,20606.936685790246,North,2021-10-01
C0001049,2019-01-13,84971,20862.95610288345,East,2020-01-13
C0001050,2015-07-24,10162,28414.9362069836,West,2016-07-24
C0001051,2020-12-13,44742,28231.953014200448,West,2021-12-13
C0001052,2015-02-12,29675,19250.72361570247,South,2016-02-12
C0001053,2020-03-21,83997,21499.328438594915,South,2021-03-21
C0001054,2020-11-28,27015,24240.835857360653,South,2021-11-28
C0001055,2017-01-30,60057,14167.328219976494,North,2018-01-30
C0001056,2023-11-29,42591,28675.043850662678,South,2024-11-29
C0001057,2022-12-05,19833,33538.50857613765,North,2023-12-05
C0001058,2020-11-12,17896,28268.676451188006,West,2021-11-12
C0001059,2020-06-17,42972,13716.048183471234,East,2021-06-17
C0001060,2024-06-07,59733,11036.904194857054,West,2025-06-07
C0001061,2020-04-19,51800,24652.056452485096,West,2021-04-19
C0001062,2024-10-31,15347,15866.14964008225,West,2025-10-31
C0001063,2017-06-18,69063,21723.28501153909,South,2018-06-18
C0001064,2015-12-26,12643,31588.380176022638,South,2016-12-26
C0001065,2023-01-26,50785,16365.217003714899,South,2024-01-26
C0001066,2019-09-16,28681,17796.082060239154,East,2020-09-16
C0001067,2015-10-08,60026,21655.5465385536,South,2016-10-08
C0001068,2023-12-11,25892,13504.079554588516,North,2024-12-11
C0001069,2020-03-02,57299,15877.25945009362,West,2021-03-02
C0001070,2023-12-11,27073,20079.5517655828,East,2024-12-11
C0001071,2016-10-28,40682,18212.501618202816,East,2017-10-28
C0001072,2015-04-03,24289,23921.246696846232,East,2016-04-03
C0001073,2016-11-02,17927,45697.27213185894,East,2017-11-02
C0001074,2020-05-23,58330,20532.032402503723,East,2021-05-23
C0001075,2015-03-02,76707,15482.821781968667,North,2016-03-02
C0001076,2022-05-05,87454,30499.69938835034,West,2023-05-05
C0001077,2023-07-20,75428,12374.02080458454,East,2024-07-20
C0001078,2024-07-06,60601,13138.83396415576,West,2025-07-06
C0001079,2017-10-25,87465,16671.7169760727,South,2018-10-25
C0001080,2019-01-29,12539,18308.742991624156,East,2020-01-29
C0001081,2016-08-26,32669,16552.26416572927,East,2017-08-26
C0001082,2016-11-12,80968,19742.842561038993,West,2017-11-12
C0001083,2022-01-25,30644,21642.68001730621,East,2023-01-25
C0001084,2018-11-29,28745,27465.55245869816,East,2019-11-29
C0001085,2022-11-25,38228,20483.121451286894,East,2023-11-25
C0001086,2024-10-24,44521,16838.38070801286,North,2025-10-24
C0001087,2022-05-16,36928,27021.648389643495,North,2023-05-16
C0001088,2021-03-30,28322,15594.683865092416,East,2022-03-30
C0001089,2016-06-07,67714,12212.547383892952,North,2017-06-07
C0001090,2021-07-21,97896,28617.875108592736,South,2022-07-21
C0001091,2023-07-15,72292,28072.78760414024,East,2024-07-15
C0001092,2022-02-06,39055,15714.04979150644,South,2023-02-06
C0001093,2020-05-22,52891,17681.43227347749,West,2021-05-22
C0001094,2018-01-06,91912,15137.369039085803,South,2019-01-06
C0001095,2019-10-20,16588,21982.176947913922,West,2020-10-20
C0001096,2020-01-11,16304,33510.52298389658,East,2021-01-11
C0001097,2023-08-11,17345,24608.92693371552,West,2024-08-11
C0001098,2022-10-12,39300,27193.06870464113,West,2023-10-12
C0001099,2021-04-15,34259,25486.86497728025,South,2022-04-15
C0001100,2020-09-25,98553,19929.658048486413,South,2021-09-25
C0001101,2018-02-18,25352,27584.30226464487,South,2019-02-18
C0001102,2021-03-11,43365,24922.07332987861,East,2022-03-11
C0001103,2021-04-05,29446,30694.344996694665,East,2022-04-05
C0001104,2017-12-15,12336,17363.66906670587,South,2018-12-15
C0001105,2021-07-25,72032,11832.041456392317,East,2022-07-25
C0001106,2015-04-17,85415,27270.89525122466,East,2016-04-17
C0001107,2022-11-18,17521,22135.343338992563,West,2023-11-18
C0001108,2015-02-17,81707,18236.605966275594,West,2016-02-17
C0001109,2024-12-23,33481,18544.975268108912,South,2025-12-23
C0001110,2015-12-03,28474,42890.51126298613,East,2016-12-03
C0001111,2017-11-15,56760,16437.84544294569,West,2018-11-15
C0001112,2022-10-22,65718,15429.07519355473,North,2023-10-22
C0001113,2018-07-04,54629,20446.873609406066,East,2019-07-04
C0001114,2020-08-17,55232,28400.08063460408,North,2021-08-17
C0001115,2016-09-16,96544,39478.85913968426,South,2017-09-16
C0001116,2020-03-05,77169,24275.174680065542,East,2021-03-05
C0001117,2018-06-30,60669,13614.318881710255,South,2019-06-30
C0001118,2019-09-12,88021,35999.46229999097,South,2020-09-12
C0001119,2022-07-29,79184,19814.304201602692,South,2023-07-29
C0001120,2015-10-30,57945,15501.424012033889,South,2016-10-30
C0001121,2016-09-30,23140,14417.272744226262,South,2017-09-30
C0001122,2015-02-25,93457,25614.109111124068,East,2016-02-25
C0001123,2016-12-26,24357,21410.758661208954,North,2017-12-26
C0001124,2016-06-09,78673,22104.193333050513,East,2017-06-09
C0001125,2016-04-18,75633,29317.8239421743,East,2017-04-18
C0001126,2015-01-28,86943,15667.654175981945,East,2016-01-28
C0001127,2020-10-26,88258,30026.823819945912,West,2021-10-26
C0001128,2024-01-01,22924,17055.922842179003,West,2025-01-01
C0001129,2024-06-19,79286,38146.99296235686,East,2025-06-19
C0001130,2015-12-31,84071,23851.960752876854,North,2016-12-31
C0001131,2022-06-06,67326,15122.340626113133,East,2023-06-06
C0001132,2016-06-09,40651,10854.929363395673,South,2017-06-09
C0001133,2022-07-09,80202,25404.39365735833,West,2023-07-09
C0001134,2018-08-28,58777,17814.10640710088,West,2019-08-28
C0001135,2017-06-01,26994,19021.596901481622,East,2018-06-01
C0001136,2017-10-27,77263,25080.8228382726,East,2018-10-27
C0001137,2017-10-23,69634,26987.367034322036,North,2018-10-23
C0001138,2019-07-05,20800,28770.709064237595,North,2020-07-05
C0001139,2017-07-07,47823,14010.293766918345,South,2018-07-07
C0001140,2022-08-29,73878,30569.81688632477,East,2023-08-29
C0001141,2021-08-07,28708,16752.225584608175,East,2022-08-07
C0001142,2019-11-10,22819,10128.667205916183,East,2020-11-10
C0001143,2019-03-12,84905,13995.174854516416,West,2020-03-12
C0001144,2024-02-28,73870,21277.5440931675,South,2025-02-28
C0001145,2024-10-17,19283,14858.921320604357,North,2025-10-17
C0001146,2022-10-24,40573,19410.834319593687,West,2023-10-24
C0001147,2022-08-18,88707,22058.995266016056,West,2023-08-18
C0001148,2020-03-21,40933,18874.82644422896,West,2021-03-21
C0001149,2023-06-14,15774,17183.307521683288,West,2024-06-14
C0001150,2018-04-30,82055,13695.069836548082,South,2019-04-30
C0001151,2019-07-13,20983,20062.00772429618,East,2020-07-13
C0001152,2016-04-29,28133,10726.93110206421,North,2017-04-29
C0001153,2020-09-06,24939,16223.248539460665,North,2021-09-06
C0001154,2016-12-14,10781,15088.147295938921,West,2017-12-14
C0001155,2017-11-28,66700,18549.292822772986,West,2018-11-28
C0001156,2020-05-30,37624,18694.80693391825,South,2021-05-30
C0001157,2018-07-20,16823,26581.931640456904,West,2019-07-20
C0001158,2018-06-08,28489,32049.70260385513,North,2019-06-08
C0001159,2020-11-03,49961,14252.196981149018,North,2021-11-03
C0001160,2024-09-15,39118,36237.50052004791,East,2025-09-15
C0001161,2015-05-06,91816,15775.4674633074,East,2016-05-06
C0001162,2022-10-30,32263,20989.089516834196,North,2023-10-30
C0001163,2016-06-20,23565,23231.372259396292,North,2017-06-20
C0001164,2021-01-01,30354,41496.93407482977,South,2022-01-01
C0001165,2024-11-05,52951,16938.006795351757,South,2025-11-05
C0001166,2023-12-28,33648,11625.759900528612,North,2024-12-28
C0001167,2020-09-03,60729,31166.960085048755,West,2021-09-03
C0001168,2019-05-23,51971,15521.60079399739,East,2020-05-23
C0001169,2024-06-27,28658,17881.52660771249,North,2025-06-27
C0001170,2015-03-08,31253,14252.321772410533,West,2016-03-08
C0001171,2015-08-21,74166,17897.00873495364,North,2016-08-21
C0001172,2020-11-26,58563,15488.956097895174,East,2021-11-26
C0001173,2018-03-15,36390,24414.50116886794,East,2019-03-15
C0001174,2020-11-28,98664,20419.334261634413,South,2021-11-28
C0001175,2021-03-25,61578,16247.323261421427,South,2022-03-25
C0001176,2015-04-21,89025,26869.889601826162,South,2016-04-21
C0001177,2019-02-02,42658,21514.8575696585,South,2020-02-02
C0001178,2020-09-12,16852,11455.04501800005,East,2021-09-12
C0001179,2016-09-14,12551,26262.858461200638,West,2017-09-14
C0001180,2024-06-02,81947,21066.94208751429,West,2025-06-02
C0001181,2022-08-27,71001,30249.040570474153,West,2023-08-27
C0001182,2022-03-27,59159,20685.2306185012,North,2023-03-27
C0001183,2024-12-04,61707,15716.826905756248,South,2025-12-04
C0001184,2021-10-08,43243,18745.544940806154,South,2022-10-08
C0001185,2022-04-14,31800,25366.2746045905,East,2023-04-14
C0001186,2019-03-22,85939,15816.023996674792,East,2020-03-22
C0001187,2022-07-02,67828,17464.24564402878,North,2023-07-02
C0001188,2018-07-29,17239,18647.985926074172,North,2019-07-29
C0001189,2024-04-14,16710,14117.755181599825,West,2025-04-14
C0001190,2019-10-28,31384,15884.561991584455,East,2020-10-28
C0001191,2024-08-15,31038,20989.236916682017,South,2025-08-15
C0001192,2020-05-29,50846,28588.028472405284,West,2021-05-29
C0001193,2021-06-20,97983,21919.76664862018,South,2022-06-20
C0001194,2017-05-26,77821,19658.038589924814,West,2018-05-26
C0001195,2020-06-12,47991,15531.39545915079,South,2021-06-12
C0001196,2024-06-10,89057,27682.289612243916,North,2025-06-10
C0001197,2018-08-05,16971,22698.4438892195,West,2019-08-05
C0001198,2018-12-31,39139,16122.660904315371,South,2019-12-31
C0001199,2022-06-02,95445,26097.493066495877,South,2023-06-02
C0001200,2021-05-13,87067,23573.373639282392,East,2022-05-13
C0001201,2019-09-30,90257,15614.275878550645,West,2020-09-30
C0001202,2019-05-25,94742,19333.3434303683,South,2020-05-25
C0001203,2019-03-07,47711,17191.46264157456,East,2020-03-07
C0001204,2022-04-25,16530,43917.20264096966,South,2023-04-25
C0001205,2022-01-07,21116,23377.36358399133,West,2023-01-07
C0001206,2024-05-14,75794,21078.91680671743,North,2025-05-14
C0001207,2022-11-30,10282,22966.660890306677,West,2023-11-30
C0001208,2024-08-18,89473,30144.229067633114,West,2025-08-18
C0001209,2021-07-25,11898,19438.01486239854,South,2022-07-25
C0001210,2019-06-19,14135,16697.715800560458,South,2020-06-19
C0001211,2022-11-10,16629,25675.306397841803,West,2023-11-10
C0001212,2018-03-06,95120,18911.332607178625,East,2019-03-06
C0001213,2017-01-28,99087,14458.408122072384,East,2018-01-28
C0001214,2023-01-25,75031,13637.710569151332,East,2024-01-25
C0001215,2015-08-31,43380,31532.970666768248,South,2016-08-31
C0001216,2022-02-03,27071,20733.237545899286,South,2023-02-03
C0001217,2017-11-29,30074,16699.428642611296,West,2018-11-29
C0001218,2015-08-17,77843,18577.37138201756,North,2016-08-17
C0001219,2022-02-08,49901,25393.116577730587,South,2023-02-08
C0001220,2017-07-08,21205,18251.058279503188,West,2018-07-08
C0001221,2018-05-31,65661,12902.47046910008,West,2019-05-31
C0001222,2015-01-06,15906,21977.011531734162,North,2016-01-06
C0001223,2024-04-16,12591,28638.416944768745,East,2025-04-16
C0001224,2016-04-12,72987,28069.51231705991,West,2017-04-12
C0001225,2019-10-22,73370,16851.602220985285,West,2020-10-22
C0001226,2015-03-16,90685,29165.792066527534,West,2016-03-16
C0001227,2015-01-04,64400,21245.17292549823,East,2016-01-04
C0001228,2020-02-14,35150,28921.605882269727,East,2021-02-14
C0001229,2016-10-07,41852,23673.37100170367,North,2017-10-07
C0001230,2015-04-28,52870,12626.094547410466,South,2016-04-28
C0001231,2023-01-07,62756,33658.52617893641,East,2024-01-07
C0001232,2019-06-18,66481,20242.40935022767,South,2020-06-18
C0001233,2021-12-26,11283,23695.445772836458,South,2022-12-26
C0001234,2020-07-14,43691,13316.865738100889,East,2021-07-14
C0001235,2017-08-04,11125,23192.818214786337,West,2018-08-04
C0001236,2022-03-06,77065,27746.86999452265,North,2023-03-06
C0001237,2019-01-04,36170,35617.63292077368,South,2020-01-04
C0001238,2015-07-13,18438,30336.89593796206,West,2016-07-13
C0001239,2017-04-26,30095,23535.55207517367,East,2018-04-26
C0001240,2022-07-25,26154,12540.10006719876,South,2023-07-25
C0001241,2018-11-16,18004,20737.145446746264,South,2019-11-16
C0001242,2023-06-25,19752,16684.695322178883,South,2024-06-25
C0001243,2018-12-29,65426,21386.033814035985,West,2019-12-29
C0001244,2021-01-29,36819,13837.011173272505,West,2022-01-29
C0001245,2024-03-25,34217,18712.55424639131,West,2025-03-25
C0001246,2019-07-27,98708,17066.02757461059,South,2020-07-27
C0001247,2021-07-01,42994,16908.13410671505,South,2022-07-01
C0001248,2018-12-04,25036,16958.579402669766,North,2019-12-04
C0001249,2018-02-15,87275,19134.410406609528,North,2019-02-15
C0001250,2022-11-23,59416,21717.169062142326,West,2023-11-23
C0001251,2019-12-16,19587,9418.69594843313,West,2020-12-16
C0001252,2016-12-24,10645,9769.984349076443,East,2017-12-24
C0001253,2015-08-13,40930,18004.780735373148,West,2016-08-13
C0001254,2016-06-15,91835,18782.282543953785,North,2017-06-15
C0001255,2015-04-23,40090,21093.777378149447,North,2016-04-23
C0001256,2020-12-27,97489,16021.683356627002,North,2021-12-27
C0001257,2016-07-12,62142,19987.044311473233,South,2017-07-12
C0001258,2020-08-10,36475,20701.40728045001,South,2021-08-10
C0001259,2020-11-07,28888,15988.621163599388,West,2021-11-07
C0001260,2016-10-15,53732,27012.00691041596,East,2017-10-15
C0001261,2015-11-16,91623,21017.18874210568,East,2016-11-16
C0001262,2019-04-23,56305,23484.32200201469,East,2020-04-23
C0001263,2020-01-03,56037,20346.287044032935,South,2021-01-03
C0001264,2020-04-01,19346,37462.73299101095,North,2021-04-01
C0001265,2015-05-19,10587,23835.20863096507,North,2016-05-19
C0001266,2024-10-22,22763,17216.12984659721,South,2025-10-22
C0001267,2022-12-02,69165,25496.33678432784,East,2023-12-02
C0001268,2020-07-19,79615,12194.234350144034,East,2021-07-19
C0001269,2021-04-25,46116,20658.457501958692,West,2022-04-25
C0001270,2017-06-20,95751,21933.010002901647,West,2018-06-20
C0001271,2016-11-20,35556,20729.3578607529,East,2017-11-20
C0001272,2020-08-01,69042,18031.33467599146,South,2021-08-01
C0001273,2015-01-10,28099,14710.517497391254,East,2016-01-10
C0001274,2015-09-18,55096,15727.96939330662,West,2016-09-18
C0001275,2020-04-26,81986,20550.12853962112,East,2021-04-26
C0001276,2019-08-01,23230,14270.421253773915,South,2020-08-01
C0001277,2021-01-28,39009,33895.93195004473,North,2022-01-28
C0001278,2023-01-24,80969,9024.791642192346,South,2024-01-24
C0001279,2020-08-22,43866,18087.360162404122,South,2021-08-22
C0001280,2018-04-06,94246,20601.453112513984,West,2019-04-06
C0001281,2019-06-08,86975,23207.39549862423,South,2020-06-08
C0001282,2015-11-17,51855,15141.923732330828,South,2016-11-17
C0001283,2018-09-04,91557,28009.203684563523,West,2019-09-04
C0001284,2019-06-25,16416,13119.444043357125,West,2020-06-25
C0001285,2021-07-04,82516,16817.266802055266,North,2022-07-04
C0001286,2022-10-03,65915,24009.965842642647,East,2023-10-03
C0001287,2022-09-25,28058,27229.50942247684,South,2023-09-25
C0001288,2020-06-17,86637,13079.476628325368,West,2021-06-17
C0001289,2023-02-06,50718,44068.963454435056,North,2024-02-06
C0001290,2020-04-27,42602,15225.88975172986,East,2021-04-27
C0001291,2024-11-30,84658,13444.76724269508,West,2025-11-30
C0001292,2020-07-31,88112,23174.654164324755,East,2021-07-31
C0001293,2024-07-22,68067,17952.990180694323,East,2025-07-22
C0001294,2018-01-23,37516,17174.55670432972,South,2019-01-23
C0001295,2019-05-24,97969,23829.82478289895,South,2020-05-24
C0001296,2021-06-23,11089,12604.526732096565,West,2022-06-23
C0001297,2015-08-24,47346,11960.43837196916,East,2016-08-24
C0001298,2020-05-23,84663,16660.117865522,West,2021-05-23
C0001299,2015-11-30,20487,27539.33215079716,West,2016-11-30
C0001300,2020-03-23,10155,16878.28919448837,East,2021-03-23
C0001301,2016-01-11,77494,32200.813827484162,West,2017-01-11
C0001302,2024-08-31,86229,28575.484055700348,East,2025-08-31
C0001303,2018-03-06,48547,21696.01441942943,East,2019-03-06
C0001304,2022-03-20,38795,22068.734510738333,East,2023-03-20
C0001305,2019-04-20,65296,21689.873844475813,East,2020-04-20
C0001306,2022-01-04,31447,20908.589170062183,North,2023-01-04
