payment_id,claim_id,payment_date,payment_amount
P2268089795a8,CL0000362,2017-03-14,2295.39
P3b4467c2622f,CL0000362,2018-09-14,8727.0
Pf7c4669936d9,CL0000362,2018-11-14,8055.47
Pcb561b1203ca,CL0000363,2018-07-20,3312.53
P7337ba713808,CL0000363,2018-11-20,2346.83
Pb5137bfcc691,CL0000363,2019-02-20,12134.56
Pfda45ce330d9,CL0000364,2021-05-01,12962.31
P8f6964caadc8,CL0000364,2021-08-01,5169.36
P69fb438b63df,CL0000364,2021-11-01,6728.83
P0b96ff563810,CL0000364,2022-03-01,7649.91
P5472b086fff6,CL0000366,2021-02-14,1688.2
P9c3db6bf77bf,CL0000367,2019-06-26,213.94
P9720007fb56e,CL0000367,2019-10-26,3907.94
P97e3d8cb67c8,CL0000367,2020-04-26,2476.55
P626e4e29234f,CL0000367,2020-11-26,5238.24
Pbb01c0efb8b7,CL0000367,2021-06-26,717.79
P7371bb1e34a5,CL0000368,2019-10-01,11470.6
P8dd12092e1e2,CL0000368,2019-12-01,2852.85
P7785544e4ab0,CL0000368,2020-05-01,176.39
P7e719a6261cc,CL0000369,2017-07-04,5030.55
P08bbe0ff6122,CL0000369,2017-08-04,1438.28
P04265e88cc48,CL0000369,2017-09-04,983.98
Pf9907115f2cc,CL0000369,2018-01-04,94.16
Pa30af274ec1a,CL0000369,2018-05-04,590.1
P305a8cfaa50c,CL0000369,2018-10-04,762.03
P2e84bb588739,CL0000370,2016-09-14,3805.51
Pab2c17a8b198,CL0000370,2016-10-14,461.1
P81c77382edbd,CL0000370,2016-12-14,2326.87
Paf5ae0fcc36c,CL0000370,2017-02-14,1419.84
P367a4607aec3,CL0000371,2017-05-27,1809.69
P0498f1a8b4ca,CL0000371,2017-06-27,1517.5
P2f72615eeea5,CL0000371,2017-10-27,614.94
P99dd8cc41246,CL0000372,2017-01-27,55.39
P0ec1a31a26fe,CL0000372,2017-03-27,618.8
Pcd23f2127da2,CL0000373,2018-10-07,2648.06
P373bf591530c,CL0000373,2019-01-07,4109.57
Pa7033652473e,CL0000373,2019-02-07,552.26
P02314dff297d,CL0000373,2019-08-07,485.94
P59d5afa633b5,CL0000374,2024-10-28,1261.55
P5c6c95ecbb69,CL0000375,2017-05-17,4031.0
Pdbefb3b17b07,CL0000375,2017-12-17,1862.71
P4acbeb99215c,CL0000376,2018-06-10,6480.69
Pc34b14fb964f,CL0000376,2018-07-10,3289.24
Pb54af3048ac1,CL0000377,2024-01-02,2682.42
P438161f88ba0,CL0000377,2024-03-02,1222.83
P590c1b2db06f,CL0000377,2024-05-02,635.11
P49fcde8c679b,CL0000378,2022-07-10,5228.8
P641305d9b542,CL0000378,2023-02-10,1258.62
P42d60b7b1cea,CL0000378,2023-05-10,5232.71
Pb18c2467d6e6,CL0000378,2023-08-10,1148.34
P0d73574d7d01,CL0000379,2016-03-05,3621.65
Pbd1ac6c11f16,CL0000379,2017-04-05,7449.38
Pde6a0b06d773,CL0000381,2024-11-10,602.66
P3453837dc3ed,CL0000382,2023-05-24,680.46
P4bed8d3b6d0a,CL0000382,2023-06-24,384.52
Pc6e886d1bdbf,CL0000384,2020-03-03,373.69
Pc403af4ccae0,CL0000384,2020-06-03,376.61
Pa069c5ba987e,CL0000384,2020-12-03,432.06
Pccc0b0a14ff8,CL0000384,2021-07-03,837.96
P0ed9f5d848f3,CL0000384,2021-09-03,1454.38
Pcdf5e2cf5223,CL0000384,2021-11-03,42.4
P6c169dcc7fd2,CL0000385,2018-12-19,18299.34
Pa38d5c4f852d,CL0000385,2019-10-19,3210.81
Pe40aec9e41e8,CL0000386,2017-01-18,1742.37
P3139405c182f,CL0000386,2017-03-18,3145.08
P7b8b7cf8a6de,CL0000386,2017-05-18,4968.97
P5b7d960b450f,CL0000386,2017-06-18,944.73
P49762688ee3b,CL0000387,2022-07-18,5150.17
P11560a64204d,CL0000387,2023-06-18,305.34
Pc733ba80bd4d,CL0000388,2022-12-28,1492.61
Pc9530066e4bd,CL0000388,2023-01-28,1658.31
Pe8b2b039bbe9,CL0000388,2023-06-28,952.29
P05921ad28772,CL0000388,2023-08-28,957.58
P1d26fc5063d2,CL0000389,2023-03-19,3391.81
P4bead111db41,CL0000389,2023-09-19,3936.44
Pfae0c84faecb,CL0000390,2016-12-14,7671.26
Pe944ad917086,CL0000390,2017-04-14,1480.91
P2ee3542a5486,CL0000391,2022-01-25,150.69
Pefaaf944d2ae,CL0000391,2022-03-25,2211.33
Pf2027b0090cf,CL0000391,2022-09-25,126.0
Pd6ba60dd1bf4,CL0000391,2022-11-25,2493.75
P59c8d2443381,CL0000392,2020-12-04,8407.91
P56ed37c7b826,CL0000392,2021-04-04,4143.7
P722d9a8c9595,CL0000393,2021-03-06,802.34
P8e7e73c3e699,CL0000393,2021-05-06,11348.92
P35ea908cb7cc,CL0000393,2022-11-06,6493.93
P247d4218e5ca,CL0000394,2024-10-16,314.76
Pe04aaaa3ba85,CL0000396,2022-08-10,2613.42
P99470b801b6e,CL0000396,2023-03-10,5883.78
Pf8012fd37906,CL0000397,2023-11-09,2787.12
P7e15293cb820,CL0000397,2024-05-09,7447.96
P9b53981211ac,CL0000398,2023-12-21,1243.46
Pcedcfc2cfed0,CL0000399,2020-03-17,12111.63
Pa6437ba2c2bd,CL0000399,2020-04-17,15391.04
P975b534e78a3,CL0000400,2020-04-28,6646.51
P2a43c0509f74,CL0000400,2020-06-28,6333.74
Padc6d5061138,CL0000401,2016-09-28,8535.84
Pd81c085e88cf,CL0000401,2017-05-28,20044.39
P079739fa698e,CL0000402,2020-08-27,3047.42
Peff196266273,CL0000402,2020-10-27,149388.37
Pfbd410f377ef,CL0000402,2021-08-27,14715.14
Pd5b30244e244,CL0000402,2022-05-27,43811.32
P1b45046a51e0,CL0000403,2020-09-09,6145.19
Pd0fb29fa4718,CL0000403,2020-10-09,2313.46
P85c5adbd7170,CL0000403,2020-12-09,4442.7
Pbbc54145539d,CL0000403,2021-01-09,4937.09
Pfc101bde96c8,CL0000404,2018-08-04,3754.82
Pe3acdb9311bd,CL0000404,2018-12-04,335.7
P244114cdc4d5,CL0000405,2021-06-01,770.82
P74656e0e074c,CL0000405,2021-11-01,340.57
P5a5591262b3b,CL0000406,2018-08-10,9289.85
P4f81d3e683c9,CL0000406,2018-12-10,20062.14
P050f716153b1,CL0000407,2018-08-16,654.87
P46af9e38539c,CL0000407,2019-03-16,1039.07
P7b2c20f7877d,CL0000407,2019-05-16,1787.88
P84ffde5b2e97,CL0000408,2021-03-22,2999.64
Pf93e3d37e486,CL0000408,2021-09-22,2203.38
P0e8d4907f953,CL0000409,2022-02-28,2396.14
P8157a4983aca,CL0000409,2022-06-28,10450.44
Pc35cc4616e5a,CL0000410,2023-01-17,5487.87
Pde325e3e5f8e,CL0000410,2023-02-17,1043.15
P26ad617b83b7,CL0000410,2023-10-17,3222.51
P4ff5fc823fb2,CL0000410,2023-12-17,90.6
P603ea5c3b2cc,CL0000411,2023-11-15,24415.44
P233063f204a2,CL0000411,2024-01-15,3930.95
P88d90baa4aaa,CL0000411,2024-10-15,7708.18
Pab1a41c01fbd,CL0000412,2023-05-04,2093.84
Pa7504f9d6436,CL0000412,2023-10-04,2194.29
Pc364fdf0a389,CL0000413,2019-10-25,59404.85
P1c61b0fce5f8,CL0000413,2020-09-25,5458.54
Pc141a8d76215,CL0000413,2021-03-25,14496.99
Pd2a6389803d8,CL0000413,2021-12-25,43619.05
Pfe0e9f078ab1,CL0000413,2022-04-25,44814.63
P3e8f03d7ba41,CL0000414,2020-06-22,13602.64
P92589fb1a96e,CL0000414,2020-09-22,4403.39
P30d3e3020ba6,CL0000415,2018-03-25,8644.53
Pa7ca96aa0bc1,CL0000415,2018-06-25,3101.91
P6f760dd2c67f,CL0000415,2019-02-25,916.0
P4ac9c61f07cd,CL0000416,2018-07-16,2931.4
P507567e4d60e,CL0000416,2018-09-16,9361.51
P4e1d2468d0f8,CL0000416,2018-10-16,12713.31
P42ee2548335c,CL0000418,2020-06-27,5566.72
P3ac6b9f56b2a,CL0000418,2020-09-27,778.29
P0140d2f09b56,CL0000418,2020-12-27,11502.57
P31c8a22d76bb,CL0000419,2018-09-06,4934.28
Pc42cb64c2762,CL0000419,2018-11-06,1275.51
P032e3729c605,CL0000419,2019-09-06,2856.2
P1a38d4297bfa,CL0000420,2022-12-16,2748.12
Pe6970f04bdfa,CL0000420,2024-01-16,297.53
P8b56647cb7b0,CL0000421,2019-11-05,900.4
P4a66cf19871f,CL0000421,2020-02-05,4086.49
Pd0df8786b55f,CL0000421,2020-05-05,1113.39
Pd249f05c5aa1,CL0000422,2020-03-25,2580.0
Pc434e38582ae,CL0000422,2021-03-25,4373.11
P0f6176f44db3,CL0000423,2020-03-09,2491.48
P9bd581a2abf2,CL0000423,2020-07-09,1625.38
P7cb2145d5536,CL0000423,2020-12-09,2037.14
P697d0b12a8b3,CL0000423,2021-05-09,906.76
P759687df0f31,CL0000424,2024-11-22,3213.11
P6b280059746d,CL0000425,2022-09-16,267.52
P217e77d913e2,CL0000425,2023-06-16,13390.79
P74057c84a975,CL0000426,2024-02-06,1013.48
Pf61a54cb12fc,CL0000426,2024-04-06,10672.87
P14becff821c7,CL0000427,2016-02-14,68.6
Pab3017558627,CL0000427,2016-03-14,6549.42
P5eda5b743032,CL0000427,2016-05-14,5156.59
P81f5c573b67b,CL0000427,2017-01-14,1667.2
P14e763c62286,CL0000428,2017-09-28,2197.04
P78833a97e497,CL0000428,2018-02-28,3345.44
Pc51ac00c0335,CL0000428,2018-03-28,8715.78
Pa8d1539433a8,CL0000429,2017-10-17,217.07
Pe820c76c1abe,CL0000429,2017-11-17,849.65
Pe7485a0108e0,CL0000430,2020-10-08,3461.4
P156d228ed67f,CL0000430,2021-04-08,3318.1
Pfca49b05cee4,CL0000431,2024-09-03,3272.17
P5762d29a3814,CL0000432,2016-03-06,916.14
P9083057e75de,CL0000432,2017-07-06,1055.24
Pa36be3d87b1a,CL0000432,2017-10-06,312.37
P54c62a248550,CL0000432,2017-11-06,4.26
P7868c74b157f,CL0000432,2018-06-06,1962.32
Pf2e320ea08b1,CL0000433,2018-09-11,2842.88
P684d4ed17351,CL0000433,2019-02-11,12859.6
P213e06ac8056,CL0000433,2019-04-11,249.77
Pf3d3c3665879,CL0000433,2019-05-11,3332.79
Pac4bf2335f41,CL0000433,2019-06-11,22490.57
Pc86ce915f65f,CL0000434,2018-08-05,3525.36
Pce77583506d6,CL0000434,2019-05-05,6648.27
P1a160f013a78,CL0000434,2020-09-05,1950.15
P78b0a250ceaf,CL0000435,2020-11-23,327.4
Pe94bf4813c06,CL0000435,2021-02-23,354.23
Pb09226436016,CL0000435,2021-10-23,2039.65
P66508411a808,CL0000435,2021-12-23,369.29
P761d0e13fcd3,CL0000436,2020-04-17,7058.1
Pbe62f10ee3e2,CL0000436,2020-08-17,6423.36
P5216af2ba988,CL0000436,2020-12-17,6988.19
P77143060045b,CL0000437,2020-03-17,4473.85
P3e9d6b195721,CL0000437,2020-06-17,684.16
Pe6ab3ea63bc2,CL0000437,2020-11-17,3433.78
P1922fb95293c,CL0000437,2021-04-17,4649.46
Pa7528294d0c2,CL0000438,2017-05-05,1920.41
P9bd2be13a93e,CL0000438,2017-11-05,9624.45
P70e98d788f45,CL0000439,2017-12-09,325.36
P4f95a6136317,CL0000439,2018-07-09,238.89
P0f1cda801db5,CL0000439,2018-09-09,1376.4
Pc3af45827c5e,CL0000441,2024-07-17,4286.84
P9ed55ddacef6,CL0000442,2023-02-14,486.89
Pc7b85e36328a,CL0000442,2023-04-14,671.88
P5432d013e3a7,CL0000443,2017-08-15,587.21
Pb164470eb763,CL0000443,2018-06-15,5884.79
Pe902ce568ce8,CL0000443,2018-08-15,7951.21
P55b12cbe2144,CL0000443,2018-09-15,8818.91
P0a808f1e1a4d,CL0000443,2019-07-15,18540.79
P9ffcfbefc52c,CL0000444,2018-08-01,1423.92
P4362e5192e81,CL0000444,2018-09-01,0.42
P45cd17871991,CL0000444,2019-03-01,2233.97
Pabcdeaab81f8,CL0000444,2019-04-01,1741.12
P9e027cb55177,CL0000444,2019-07-01,2437.29
P4ee7bdea92fe,CL0000444,2019-09-01,4024.92
Pd8b1677bcf2f,CL0000444,2019-12-01,1067.53
P6d80ad9776cb,CL0000445,2018-05-17,8874.8
P0558ba4e0ea2,CL0000445,2018-11-17,55.67
Pb190d46d45c2,CL0000446,2024-12-17,3716.57
P8e5c2ee21466,CL0000448,2022-07-04,10909.24
Pd7c5f454f37e,CL0000448,2022-12-04,4460.56
Pd456066fa46b,CL0000448,2023-02-04,5856.27
P4d766bacde97,CL0000449,2023-10-20,1713.09
Pb7adc95e443d,CL0000449,2024-06-20,2447.65
Pe7a044ff38ca,CL0000450,2019-01-04,1599.06
Pa7ef1519a4f4,CL0000450,2019-04-04,1593.23
Pec0e5720827a,CL0000450,2019-11-04,792.16
P8f9d84b1faff,CL0000450,2019-12-04,5228.28
P293bd1247b6c,CL0000451,2018-06-23,16079.69
Pfc6c76bf3d01,CL0000451,2019-01-23,2073.82
P673e975939ce,CL0000452,2018-08-20,590.0
P9148aa286225,CL0000452,2018-10-20,10.3
P8ecb27688a29,CL0000452,2019-11-20,1861.76
P772c09292b7b,CL0000453,2018-05-07,7512.29
Pc5765af15968,CL0000453,2018-06-07,841.62
Pbc8cc6ebb93e,CL0000453,2019-02-07,5044.25
Pc47bcf0ade85,CL0000453,2019-04-07,4441.42
Pc97aabe3c87b,CL0000454,2020-04-13,9916.47
Paa98cc7bd1db,CL0000454,2020-07-13,3333.26
Pd0c05a91f11b,CL0000455,2023-07-07,2189.36
P9a3492c77a57,CL0000455,2023-08-07,4219.35
P766a482fcded,CL0000455,2024-03-07,2570.34
Pf4fa93cdf1ea,CL0000457,2024-08-27,1105.18
Pc639953780ef,CL0000457,2024-10-27,509.82
Pc5c4ff5f316d,CL0000458,2019-10-17,1615.8
Pbed1433ba850,CL0000458,2020-02-17,7240.47
P3969e681c95a,CL0000458,2020-04-17,127.56
P7c14a3da9b17,CL0000459,2020-05-06,3801.52
P1dfe55e1bf2c,CL0000459,2021-01-06,752.05
P1e9f90a95059,CL0000460,2023-06-20,4798.18
P04162492edc2,CL0000460,2023-07-20,2057.35
P074b46fb5b96,CL0000460,2023-09-20,568.48
P172b48a27e8a,CL0000460,2024-07-20,8689.9
P957712d47347,CL0000460,2024-11-20,3443.52
Pfe20d74adac5,CL0000461,2018-03-15,20141.81
P90f54438b88d,CL0000461,2018-09-15,507.56
Pdb690f8c7626,CL0000462,2018-06-09,1257.26
Pbc8c370ecf21,CL0000462,2018-10-09,335.78
Pb7ee46f5b9b2,CL0000462,2018-11-09,2805.16
Pbcc295624768,CL0000462,2018-12-09,2253.26
P703d32f48968,CL0000463,2018-11-13,33.07
P1880b71c2d07,CL0000463,2019-01-13,1195.52
P68e129093548,CL0000464,2024-02-24,8142.29
P40e9e733a484,CL0000464,2024-06-24,2903.52
P4a3fc3294499,CL0000464,2024-07-24,2319.36
P75505ba88e36,CL0000465,2024-08-09,1112.24
P54aefc821cf5,CL0000465,2024-10-09,10412.38
Pb64dccf54cf1,CL0000465,2024-12-09,2893.96
P8c101a41f440,CL0000466,2017-08-16,7719.52
P7857b7e07d03,CL0000466,2017-11-16,12742.17
Ped66307fe4de,CL0000467,2022-07-24,3606.01
P09f52bb5b966,CL0000468,2022-10-27,2083.0
P52ceea5cf783,CL0000468,2023-04-27,1355.43
P944f300f1cba,CL0000468,2023-06-27,1437.39
Pcbd5f2e4de9f,CL0000468,2023-07-27,2049.61
P6bb121bfeae8,CL0000470,2022-07-27,348.7
Pd04c63fefdbf,CL0000470,2022-08-27,3351.97
P5dcf2e70d48f,CL0000470,2022-10-27,1521.87
Pfa82754bc36d,CL0000470,2022-11-27,87.53
P59872bb8e404,CL0000471,2017-09-02,93.98
P3faeed942738,CL0000471,2017-10-02,9670.79
P41d064643111,CL0000471,2018-09-02,2451.12
Pf4c8021c195c,CL0000471,2018-11-02,3522.0
P75b2ba90fd1a,CL0000472,2018-03-09,6925.63
P1e13f76247c0,CL0000472,2018-04-09,1916.87
Pd20c64fa2d8a,CL0000472,2018-05-09,799.88
P41f38d04be1e,CL0000473,2018-09-26,6062.9
P5235186b4ff4,CL0000473,2019-05-26,6321.91
P90206932bbff,CL0000475,2018-04-22,262.49
P74e5b6204870,CL0000475,2018-08-22,1118.76
P92ebbcfb8714,CL0000475,2018-10-22,1126.12
P80c034f52cfd,CL0000475,2018-12-22,1131.46
P6faa0d840ee8,CL0000476,2018-09-22,3943.12
P67b909a32d64,CL0000476,2018-10-22,7648.23
P9c8fddbc80ec,CL0000476,2019-02-22,437.89
P673706813ae4,CL0000476,2019-05-22,1161.0
Pc150a780c8e9,CL0000477,2023-12-25,3006.42
P379563c4c408,CL0000477,2024-07-25,1589.47
P294707396f80,CL0000477,2024-11-25,1057.05
P22c5bf287eb7,CL0000478,2024-11-27,2494.46
P78edb0a5ce18,CL0000478,2024-12-27,250.49
P7d10c05b7e01,CL0000479,2024-11-27,22419.36
P5afb12b1d9a2,CL0000480,2024-09-17,1380.62
P476569e54154,CL0000480,2024-10-17,719.8
P1960bcd37758,CL0000481,2023-10-20,994.57
P3608d9ed49fd,CL0000481,2024-01-20,161.54
P21a6b8753568,CL0000482,2024-03-24,5612.02
P5eb3e5e5476b,CL0000482,2024-12-24,690.14
P7cfc3537cffa,CL0000483,2019-03-06,13492.65
P07b044509d86,CL0000483,2019-05-06,24761.58
Pf5d5a2b4ceda,CL0000484,2022-10-28,33275.67
P113d954f5e09,CL0000484,2022-11-28,7719.49
P7c180865d4f7,CL0000485,2023-05-19,5263.5
P31be5496ce62,CL0000485,2024-02-19,2714.23
Pff719a39f4ec,CL0000486,2021-08-17,759.35
Pa40e65a9ba37,CL0000486,2021-10-17,1611.3
P3fb7e81c8856,CL0000487,2018-11-13,1987.87
P9c5cf066eaca,CL0000487,2019-04-13,96.86
P12d5a2f1e29b,CL0000487,2019-06-13,1635.55
P1da848c11ab1,CL0000487,2019-11-13,2813.45
Pd2b1aec1bcd9,CL0000488,2018-11-05,387.02
P80da7dc48de7,CL0000488,2018-12-05,2313.18
Pef0dca65b7a0,CL0000489,2016-12-10,891.34
P437bba1dc1fb,CL0000489,2017-07-10,1485.05
P3ef90a32f431,CL0000489,2017-10-10,1487.55
P230633d48352,CL0000489,2017-11-10,1340.25
Pd463528bd9f8,CL0000490,2018-01-01,6400.1
P8be6e989b405,CL0000490,2018-09-01,3541.83
Paa6ab8b478b9,CL0000490,2018-10-01,5831.15
P4c656152c7c7,CL0000491,2019-07-27,2026.04
P3a025cff6b8d,CL0000491,2019-11-27,1464.85
P3360d2c2a855,CL0000493,2015-12-07,3940.59
P47190e0df242,CL0000494,2023-04-04,6621.94
P8c8f2fe94808,CL0000494,2023-11-04,746.68
Pd2389dc9a24a,CL0000494,2023-12-04,2120.12
Pe908029bf0a9,CL0000495,2023-07-14,158.12
P0cdd1a99fb44,CL0000495,2023-11-14,5946.17
P2e12d2db9f20,CL0000495,2024-01-14,4.25
P7ee359d9ba79,CL0000495,2024-02-14,1453.35
P7650140164be,CL0000496,2024-09-20,3071.22
Pe79b3a1d0a04,CL0000496,2024-12-20,4469.91
Pdc31618933f6,CL0000497,2019-03-19,1044.14
Pabb0235071bc,CL0000497,2019-08-19,2193.26
P36fb1ee679ea,CL0000497,2019-12-19,3019.26
P8ba95afca707,CL0000497,2020-01-19,2977.02
P87abfd4c06d3,CL0000497,2020-04-19,900.69
Peae6ee097e5f,CL0000497,2021-01-19,1823.65
Pbb6469e59cc3,CL0000498,2023-09-04,4367.71
Pc154c97d6ca0,CL0000498,2024-02-04,4934.4
P383aa296e0eb,CL0000498,2024-04-04,1889.27
P6124292c72f8,CL0000498,2024-09-04,7576.85
Pdc1796d72ad9,CL0000499,2019-07-10,300.08
P1c8aae120eda,CL0000499,2020-01-10,1356.92
Pd05eafb0d673,CL0000499,2020-02-10,7820.34
P80d26bda6adc,CL0000500,2022-03-04,866.47
P9cf31cc854e7,CL0000501,2023-09-03,3618.38
Pd976fb1f1df5,CL0000501,2023-10-03,12758.25
P53a955010b31,CL0000501,2024-02-03,4069.78
P21ad2d660236,CL0000501,2024-08-03,1110.16
Pd2679e5d9d88,CL0000502,2023-12-14,2218.29
P734b2bfe0539,CL0000502,2024-04-14,3197.37
P2499d4d11511,CL0000502,2024-05-14,4846.11
Pe0947d758504,CL0000503,2020-01-13,2312.06
P964a2522dad8,CL0000503,2021-04-13,5741.5
P8d8f3e6dd0e2,CL0000503,2021-05-13,4337.09
P1d93560e9ae7,CL0000503,2021-09-13,223.26
Peb3142911f44,CL0000504,2021-05-14,4851.92
P50cde9ad9125,CL0000504,2022-01-14,769.34
Pc1722a39c150,CL0000505,2019-08-04,8569.64
Pefa913e363f8,CL0000505,2020-01-04,3389.41
Pe68c9e8ca1e4,CL0000505,2020-07-04,3736.68
P69e2c1e3f588,CL0000505,2020-08-04,2841.7
P0bd94ef3f493,CL0000505,2021-08-04,34019.37
P71a4a587ff27,CL0000505,2021-10-04,5256.14
Paefd9ddc1074,CL0000506,2020-01-07,10805.13
P31cba071103a,CL0000506,2020-03-07,3017.21
P1a6811b59a7c,CL0000506,2020-10-07,5817.04
Pa97c9e81d64e,CL0000506,2021-01-07,1406.6
P46e76554a35b,CL0000507,2020-12-18,9740.57
P2945fb49162c,CL0000507,2023-02-18,7693.32
P55876b913a1f,CL0000507,2023-04-18,195.6
P3537e5838a43,CL0000508,2021-01-01,2724.15
Pca605719a7cd,CL0000508,2021-02-01,1859.94
P31eea15be517,CL0000508,2021-12-01,8532.26
P3ebb548f1ee3,CL0000508,2022-02-01,343.86
P797e19bf21cf,CL0000508,2022-04-01,22611.77
P3270a9581611,CL0000508,2022-08-01,3282.99
Pd086dbf1ac2d,CL0000509,2017-07-26,10377.44
Pa4147fd72e13,CL0000509,2017-10-26,7701.43
P01f03fe581da,CL0000509,2017-12-26,9801.86
Pfac42602050f,CL0000510,2017-09-11,4079.16
P7f281693fba3,CL0000510,2019-01-11,6555.39
Pd507f8317758,CL0000510,2019-03-11,206.31
P675c638e164a,CL0000510,2019-06-11,9093.98
P374edd5011c3,CL0000510,2019-07-11,820.57
P31732bfb966f,CL0000510,2019-11-11,918.05
P329cd51b8381,CL0000510,2019-12-11,114.17
P013e68f926fd,CL0000511,2016-12-09,2686.45
P433b445d9638,CL0000511,2017-05-09,2391.91
P97df44522428,CL0000511,2017-07-09,810.34
P4785a13938a3,CL0000512,2017-03-27,1246.47
Pa8196729fcd1,CL0000512,2017-09-27,10140.61
Pa2c89e0557e8,CL0000512,2018-02-27,6912.78
Pa111b3f60824,CL0000513,2020-04-02,1302.14
P7cc68eaee93e,CL0000514,2021-03-20,2466.62
P51eb4d1fe522,CL0000514,2021-10-20,7489.54
P8c6b565cedc5,CL0000514,2021-12-20,13587.23
Pc995414c8d37,CL0000514,2022-04-20,10713.04
P8f76eccc6dfd,CL0000514,2023-08-20,520.59
Pe87439b24671,CL0000515,2024-04-15,1476.44
P2072c1c92688,CL0000516,2024-12-19,8042.8
Pa88441bec7d6,CL0000517,2020-08-12,1421.69
P45b9df7f6b51,CL0000517,2020-09-12,2955.66
Pbf708c0882a3,CL0000517,2021-02-12,4602.01
P8937b9ab3db4,CL0000517,2021-10-12,88.84
P9ad0cdeb5d74,CL0000518,2023-09-18,4320.13
Pb75360e6409f,CL0000518,2024-06-18,2036.58
P0d137b779e42,CL0000518,2024-11-18,23156.08
P6bec9fa7610c,CL0000519,2023-05-15,851.99
P5ad81536532a,CL0000519,2023-08-15,1474.89
P249420d2a1cc,CL0000520,2024-02-19,784.58
Pf1e18d6dc83b,CL0000520,2024-07-19,1129.74
P1c286fc127e4,CL0000521,2018-02-22,3711.71
P5c316d1af60e,CL0000521,2018-10-22,2495.64
P40f634a0683c,CL0000522,2016-02-27,1616.51
Pa253d322cacf,CL0000522,2016-11-27,561.04
P562eac805498,CL0000522,2017-01-27,3899.45
P30fd868b2bc5,CL0000523,2017-05-23,11898.27
Pd4fbbbf7b85e,CL0000523,2017-10-23,5619.06
P9af65d9f21a8,CL0000523,2017-11-23,3192.67
P6cc7142bcccb,CL0000523,2018-05-23,3356.56
Pc99d8852932d,CL0000524,2019-12-26,898.23
Pf41ff2b0389d,CL0000524,2020-02-26,901.79
P63202b6400a1,CL0000524,2020-07-26,2447.47
P408bd94c5eee,CL0000524,2021-09-26,1783.37
Pe16774825a1c,CL0000524,2021-12-26,1445.24
P70fab6974653,CL0000525,2019-09-14,779.19
Pae48a2a42288,CL0000525,2019-12-14,2264.53
Pf40149b478b7,CL0000525,2020-02-14,3373.61
Pea1ce6246155,CL0000525,2021-07-14,260.68
P6a0b5435cf66,CL0000526,2020-01-01,280.04
Pefce1cf51bc9,CL0000526,2020-03-01,1523.73
P051f1371246c,CL0000526,2020-04-01,1337.95
P046d8df75450,CL0000526,2021-03-01,3717.92
P1fc222d3b7fc,CL0000527,2016-11-06,3662.25
Pc8d52b68b98b,CL0000527,2017-01-06,9224.65
P7d5530daf7be,CL0000527,2017-11-06,3135.77
P7b9fa30a2409,CL0000528,2018-01-22,4455.87
P7de927325ee4,CL0000528,2018-03-22,5297.51
Pf00801e9932a,CL0000528,2018-11-22,2132.44
Ped6167900a34,CL0000529,2024-02-02,2227.2
Pd1693f017947,CL0000529,2024-09-02,1288.8
Pa8207e9c198a,CL0000530,2023-12-15,1192.86
P0d7354917cf5,CL0000531,2024-01-05,9673.97
Pd32089edfa2e,CL0000531,2024-07-05,1117.78
P4c6fb8f2d4b5,CL0000532,2017-04-05,347.14
P4213c8371af6,CL0000532,2017-06-05,1188.2
P1a1f8c8851ad,CL0000533,2020-09-05,5846.61
P4738b8d7dddd,CL0000533,2021-02-05,5827.79
Pb07a227d10ff,CL0000533,2021-09-05,6312.01
P005264d10f57,CL0000533,2021-10-05,275.69
P9eb31ac3c103,CL0000533,2022-07-05,11030.9
P29d79407fcc3,CL0000534,2020-05-16,8882.7
P9ed973332e3c,CL0000534,2020-07-16,2835.46
Pc4e3a136e532,CL0000534,2020-11-16,9071.67
Pd378ebc4aad9,CL0000535,2020-08-06,2353.22
P9c9d5706758e,CL0000535,2020-12-06,526.27
P9066aa5a8db9,CL0000535,2021-03-06,406.76
P7dca57fc4fd5,CL0000536,2017-10-05,334.93
P165af344bcd7,CL0000536,2018-04-05,687.3
P7e947bf7b4e5,CL0000536,2018-05-05,2760.2
P86d953089f7f,CL0000536,2018-09-05,5828.88
Pba579900878b,CL0000537,2018-04-17,35192.52
Pe92e89b8ad51,CL0000537,2018-05-17,9850.95
P02e57f95728f,CL0000537,2018-12-17,4287.43
Pe5588938ba29,CL0000537,2019-06-17,354.37
P5f7a514ad077,CL0000537,2019-08-17,16504.89
Paf1b3e2d0c45,CL0000537,2019-12-17,14192.81
Pc96e7a07d9ff,CL0000537,2020-03-17,4912.58
P0205936a0fb9,CL0000538,2018-02-06,2274.93
P364ebfc92e68,CL0000538,2018-09-06,7798.8
Pc829a5c6642a,CL0000539,2023-10-03,499.15
P155924464e84,CL0000539,2024-04-03,4292.49
P2058b41f5911,CL0000539,2024-05-03,538.26
P55e42b3cc7ab,CL0000539,2024-07-03,1057.72
P25eba33363d7,CL0000540,2024-07-23,7453.6
P661b4ce601c4,CL0000542,2021-01-11,339.49
Pca3ca88b0854,CL0000542,2021-03-11,2710.98
Pce2a4b0a4265,CL0000542,2022-01-11,2371.97
P6424b7d615f0,CL0000543,2020-05-10,928.82
P75dbf73fdb47,CL0000543,2020-07-10,77.96
P0741b60fb656,CL0000546,2019-08-18,697.25
P8320d42015b2,CL0000546,2019-12-18,1024.41
Pe8f02cbaa141,CL0000546,2020-04-18,912.7
